#Generated by fsstats v1.4.5 (03/22/2008)
#Comment: This is a comment line that can be modified or repeated before
#uploading to record voluntarily added information.

skipped special files,0
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,636.92 GB
total user data,543.46 GB
percent overhead,0.146746

histogram,file size
count,47703,items
average,11945.903227,KB
min,0,KB
max,2133302,KB
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
16,32,1,0.000021,0.999539,18.165324,0.000072,0.990411
32,64,3,0.000063,0.999602,180.697326,0.000721,0.991131
64,128,6,0.000126,0.999727,499.433576,0.001993,0.993124
128,256,13,0.000273,1.000000,1723.281771,0.006876,1.000000

histogram,mtime (KB)
count,569855421,items
average,5.107831,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,297,0.000001,0.000001,278.990152,0.000000,0.000000
2,4,323,0.000001,0.000001,1083.173108,0.000000,0.000000
4,8,569680420,0.999693,0.999694,2909294600.131358,0.999508,0.999509
8,16,174360,0.000306,1.000000,1427512.926182,0.000490,0.999999
16,32,0,0.000000,1.000000,2.856071,0.000000,0.999999
32,64,3,0.000000,1.000000,181.316627,0.000000,0.999999
64,128,7,0.000000,1.000000,705.623674,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.485305,0.000000,1.000000

histogram,ctime (files)
count,47703,items
average,5.207078,days
min,0,days
max,8,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,7,0.000147,0.000147,4.623229,0.000019,0.000019
2,4,3,0.000063,0.000210,10.361481,0.000042,0.000060
4,8,47638,0.998637,0.998847,247930.382697,0.998137,0.998197
8,16,55,0.001153,1.000000,447.875775,0.001803,1.000000

histogram,ctime (KB)
count,569855421,items
average,5.107788,days
min,0,days
max,8,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,297,0.000001,0.000001,278.990152,0.000000,0.000000
2,4,323,0.000001,0.000001,1083.173108,0.000000,0.000000
4,8,569680420,0.999693,0.999694,2909279370.993309,0.999512,0.999512
8,16,174379,0.000306,1.000000,1420016.649279,0.000488,1.000000

histogram,atime (files)
count,47703,items
average,5.253963,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,7,0.000147,0.000147,4.623229,0.000018,0.000018
2,4,3,0.000063,0.000210,10.361481,0.000041,0.000060
4,8,47638,0.998637,0.998847,247931.198553,0.989233,0.989292
8,16,32,0.000671,0.999518,262.056065,0.001046,0.990338
16,32,1,0.000021,0.999539,18.165324,0.000072,0.990411
32,64,3,0.000063,0.999602,180.697326,0.000721,0.991131
64,128,6,0.000126,0.999727,499.433576,0.001993,0.993124
128,256,13,0.000273,1.000000,1723.281771,0.006876,1.000000

histogram,atime (KB)
count,569855421,items
average,5.107831,days
min,0,days
max,182,days
bucket min,bucket max,count,percent,cumulative pct,val count,percent,cumulative pct
0,2,297,0.000001,0.000001,278.990152,0.000000,0.000000
2,4,323,0.000001,0.000001,1083.173108,0.000000,0.000000
4,8,569680420,0.999693,0.999694,2909294600.131358,0.999508,0.999509
8,16,174360,0.000306,1.000000,1427512.926182,0.000490,0.999999
16,32,0,0.000000,1.000000,2.856071,0.000000,0.999999
32,64,3,0.000000,1.000000,181.316627,0.000000,0.999999
64,128,7,0.000000,1.000000,705.623674,0.000000,1.000000
128,256,7,0.000000,1.000000,1090.485305,0.000000,1.000000

